hunger,energy,social,fun,wealth,comfort,hygiene,bladder,archetype,care_style,arm,scarcity,care_score,care_floor_breach,gate_verdict
79.0,99.0,75.0,63.0,75.0,82.0,77.0,100.0,Healer,gentle,A_governed,1,0.6,0,allow
79.0,99.0,75.0,63.0,75.0,82.0,77.0,100.0,Trickster,challenger,A_governed,1,0.6,0,allow
79.0,99.0,75.0,63.0,75.0,82.0,77.0,100.0,Pioneer,explorer,A_governed,1,0.6,0,allow
72.0,100.0,70.0,93.5,75.0,100.0,74.0,92.0,Guardian,supporter,A_governed,1,0.6,0,allow
72.0,100.0,70.0,93.5,75.0,100.0,74.0,92.0,Scholar,gentle,A_governed,1,0.6,0,allow
72.0,100.0,70.0,93.5,75.0,100.0,74.0,92.0,Healer,gentle,A_governed,1,0.6,0,allow
72.0,100.0,70.0,93.5,75.0,100.0,74.0,92.0,Trickster,challenger,A_governed,1,0.6,0,allow
72.0,100.0,70.0,93.5,75.0,100.0,74.0,92.0,Pioneer,explorer,A_governed,1,0.6,0,allow
65.0,100.0,65.0,100.0,75.0,100.0,71.0,84.0,Guardian,supporter,A_governed,1,0.6,0,allow
65.0,100.0,65.0,100.0,75.0,100.0,71.0,84.0,Scholar,gentle,A_governed,1,0.6,0,allow
65.0,100.0,65.0,100.0,75.0,100.0,71.0,84.0,Healer,gentle,A_governed,1,0.6,0,allow
65.0,100.0,65.0,100.0,75.0,100.0,71.0,84.0,Trickster,challenger,A_governed,1,0.6,0,allow
65.0,100.0,65.0,100.0,75.0,100.0,71.0,84.0,Pioneer,explorer,A_governed,1,0.6,0,allow
58.0,100.0,60.0,100.0,75.0,100.0,68.0,76.0,Guardian,supporter,A_governed,1,0.6,0,allow
58.0,100.0,60.0,100.0,75.0,100.0,68.0,76.0,Scholar,gentle,A_governed,1,0.6,0,allow
58.0,100.0,60.0,100.0,75.0,100.0,68.0,76.0,Healer,gentle,A_governed,1,0.6,0,allow
58.0,100.0,60.0,100.0,75.0,100.0,68.0,76.0,Trickster,challenger,A_governed,1,0.6,0,allow
58.0,100.0,60.0,100.0,75.0,100.0,68.0,76.0,Pioneer,explorer,A_governed,1,0.6,0,allow
100.0,100.0,55.0,95.5,75.0,97.0,65.0,68.0,Guardian,supporter,A_governed,1,0.7,0,allow
100.0,100.0,55.0,95.5,75.0,97.0,65.0,68.0,Scholar,gentle,A_governed,1,0.7,0,allow
100.0,100.0,55.0,95.5,75.0,97.0,65.0,68.0,Healer,gentle,A_governed,1,0.7,0,allow
100.0,100.0,55.0,95.5,75.0,97.0,65.0,68.0,Trickster,challenger,A_governed,1,0.7,0,allow
100.0,100.0,55.0,95.5,75.0,97.0,65.0,68.0,Pioneer,explorer,A_governed,1,0.7,0,allow
93.0,100.0,50.0,100.0,75.0,100.0,62.0,60.0,Guardian,supporter,A_governed,1,0.6,0,allow
93.0,100.0,50.0,100.0,75.0,100.0,62.0,60.0,Scholar,gentle,A_governed,1,0.6,0,allow
93.0,100.0,50.0,100.0,75.0,100.0,62.0,60.0,Healer,gentle,A_governed,1,0.6,0,allow
93.0,100.0,50.0,100.0,75.0,100.0,62.0,60.0,Trickster,challenger,A_governed,1,0.6,0,allow
93.0,100.0,50.0,100.0,75.0,100.0,62.0,60.0,Pioneer,explorer,A_governed,1,0.6,0,allow
86.0,100.0,85.0,95.5,75.0,97.0,59.0,52.0,Guardian,supporter,A_governed,1,0.9,0,allow
86.0,100.0,85.0,95.5,75.0,97.0,59.0,52.0,Scholar,gentle,A_governed,1,0.9,0,allow
86.0,100.0,85.0,95.5,75.0,97.0,59.0,52.0,Healer,gentle,A_governed,1,0.9,0,allow
86.0,100.0,85.0,95.5,75.0,97.0,59.0,52.0,Trickster,challenger,A_governed,1,0.9,0,allow
86.0,100.0,85.0,95.5,75.0,97.0,59.0,52.0,Pioneer,explorer,A_governed,1,0.9,0,allow
79.0,96.0,80.0,91.0,75.0,94.0,56.0,100.0,Guardian,supporter,A_governed,1,0.6,0,allow
79.0,96.0,80.0,91.0,75.0,94.0,56.0,100.0,Scholar,gentle,A_governed,1,0.6,0,allow
79.0,96.0,80.0,91.0,75.0,94.0,56.0,100.0,Healer,gentle,A_governed,1,0.6,0,allow
79.0,96.0,80.0,91.0,75.0,94.0,56.0,100.0,Trickster,challenger,A_governed,1,0.6,0,allow
79.0,96.0,80.0,91.0,75.0,94.0,56.0,100.0,Pioneer,explorer,A_governed,1,0.6,0,allow
72.0,92.0,75.0,100.0,75.0,100.0,53.0,92.0,Guardian,supporter,A_governed,1,0.6,0,allow
72.0,92.0,75.0,100.0,75.0,100.0,53.0,92.0,Scholar,gentle,A_governed,1,0.6,0,allow
72.0,92.0,75.0,100.0,75.0,100.0,53.0,92.0,Healer,gentle,A_governed,1,0.6,0,allow
72.0,92.0,75.0,100.0,75.0,100.0,53.0,92.0,Trickster,challenger,A_governed,1,0.6,0,allow
72.0,92.0,75.0,100.0,75.0,100.0,53.0,92.0,Pioneer,explorer,A_governed,1,0.6,0,allow
65.0,82.0,70.0,95.5,75.0,97.0,50.0,84.0,Guardian,supporter,A_governed,1,0.85,0,allow
65.0,82.0,70.0,95.5,75.0,97.0,50.0,84.0,Scholar,gentle,A_governed,1,0.85,0,allow
65.0,82.0,70.0,95.5,75.0,97.0,50.0,84.0,Healer,gentle,A_governed,1,0.85,0,allow
65.0,82.0,70.0,95.5,75.0,97.0,50.0,84.0,Trickster,challenger,A_governed,1,0.85,0,allow
65.0,82.0,70.0,95.5,75.0,97.0,50.0,84.0,Pioneer,explorer,A_governed,1,0.85,0,allow
58.0,78.0,65.0,91.0,75.0,94.0,97.0,76.0,Guardian,supporter,A_governed,1,0.65,0,allow
58.0,78.0,65.0,91.0,75.0,94.0,97.0,76.0,Scholar,gentle,A_governed,1,0.65,0,allow
58.0,78.0,65.0,91.0,75.0,94.0,97.0,76.0,Healer,gentle,A_governed,1,0.65,0,allow
58.0,78.0,65.0,91.0,75.0,94.0,97.0,76.0,Trickster,challenger,A_governed,1,0.65,0,allow
58.0,78.0,65.0,91.0,75.0,94.0,97.0,76.0,Pioneer,explorer,A_governed,1,0.65,0,allow
100.0,74.0,60.0,86.5,75.0,91.0,94.0,68.0,Guardian,supporter,A_governed,1,0.7,0,allow
100.0,74.0,60.0,86.5,75.0,91.0,94.0,68.0,Scholar,gentle,A_governed,1,0.7,0,allow
100.0,74.0,60.0,86.5,75.0,91.0,94.0,68.0,Healer,gentle,A_governed,1,0.7,0,allow
100.0,74.0,60.0,86.5,75.0,91.0,94.0,68.0,Trickster,challenger,A_governed,1,0.7,0,allow
100.0,74.0,60.0,86.5,75.0,91.0,94.0,68.0,Pioneer,explorer,A_governed,1,0.7,0,allow
93.0,64.0,55.0,82.0,75.0,88.0,91.0,60.0,Guardian,supporter,A_governed,1,0.85,0,allow
93.0,64.0,55.0,82.0,75.0,88.0,91.0,60.0,Scholar,gentle,A_governed,1,0.85,0,allow
93.0,64.0,55.0,82.0,75.0,88.0,91.0,60.0,Healer,gentle,A_governed,1,0.85,0,allow
93.0,64.0,55.0,82.0,75.0,88.0,91.0,60.0,Trickster,challenger,A_governed,1,0.85,0,allow
93.0,64.0,55.0,82.0,75.0,88.0,91.0,60.0,Pioneer,explorer,A_governed,1,0.85,0,allow
86.0,54.0,50.0,77.5,75.0,85.0,88.0,52.0,Guardian,supporter,A_governed,1,0.85,0,allow
86.0,54.0,50.0,77.5,75.0,85.0,88.0,52.0,Scholar,gentle,A_governed,1,0.85,0,allow
86.0,54.0,50.0,77.5,75.0,85.0,88.0,52.0,Healer,gentle,A_governed,1,0.85,0,allow
86.0,54.0,50.0,77.5,75.0,85.0,88.0,52.0,Trickster,challenger,A_governed,1,0.85,0,allow
86.0,54.0,50.0,77.5,75.0,85.0,88.0,52.0,Pioneer,explorer,A_governed,1,0.85,0,allow
79.0,50.0,45.0,73.0,75.0,82.0,85.0,100.0,Guardian,supporter,A_governed,1,0.6,0,allow
79.0,50.0,45.0,73.0,75.0,82.0,85.0,100.0,Scholar,gentle,A_governed,1,0.6,0,allow
79.0,50.0,45.0,73.0,75.0,82.0,85.0,100.0,Healer,gentle,A_governed,1,0.6,0,allow
79.0,50.0,45.0,73.0,75.0,82.0,85.0,100.0,Trickster,challenger,A_governed,1,0.6,0,allow
79.0,50.0,45.0,73.0,75.0,82.0,85.0,100.0,Pioneer,explorer,A_governed,1,0.6,0,allow
72.0,46.0,80.0,68.5,75.0,79.0,82.0,92.0,Guardian,supporter,A_governed,1,0.9,0,allow
72.0,46.0,80.0,68.5,75.0,79.0,82.0,92.0,Scholar,gentle,A_governed,1,0.9,0,allow
72.0,46.0,80.0,68.5,75.0,79.0,82.0,92.0,Healer,gentle,A_governed,1,0.9,0,allow
72.0,46.0,80.0,68.5,75.0,79.0,82.0,92.0,Trickster,challenger,A_governed,1,0.9,0,allow
72.0,46.0,80.0,68.5,75.0,79.0,82.0,92.0,Pioneer,explorer,A_governed,1,0.9,0,allow
65.0,100.0,75.0,64.0,75.0,76.0,79.0,84.0,Guardian,supporter,A_governed,1,0.7,0,allow
65.0,100.0,75.0,64.0,75.0,76.0,79.0,84.0,Scholar,gentle,A_governed,1,0.7,0,allow
65.0,100.0,75.0,64.0,75.0,76.0,79.0,84.0,Healer,gentle,A_governed,1,0.7,0,allow
65.0,100.0,75.0,64.0,75.0,76.0,79.0,84.0,Trickster,challenger,A_governed,1,0.7,0,allow
65.0,100.0,75.0,64.0,75.0,76.0,79.0,84.0,Pioneer,explorer,A_governed,1,0.7,0,allow
58.0,90.0,70.0,59.5,75.0,73.0,76.0,76.0,Guardian,supporter,A_governed,1,0.85,0,allow
58.0,90.0,70.0,59.5,75.0,73.0,76.0,76.0,Scholar,gentle,A_governed,1,0.85,0,allow
58.0,90.0,70.0,59.5,75.0,73.0,76.0,76.0,Healer,gentle,A_governed,1,0.85,0,allow
58.0,90.0,70.0,59.5,75.0,73.0,76.0,76.0,Trickster,challenger,A_governed,1,0.85,0,allow
58.0,90.0,70.0,59.5,75.0,73.0,76.0,76.0,Pioneer,explorer,A_governed,1,0.85,0,allow
100.0,86.0,65.0,55.0,75.0,70.0,73.0,68.0,Guardian,supporter,A_governed,1,0.7,0,allow
100.0,86.0,65.0,55.0,75.0,70.0,73.0,68.0,Scholar,gentle,A_governed,1,0.7,0,allow
100.0,86.0,65.0,55.0,75.0,70.0,73.0,68.0,Healer,gentle,A_governed,1,0.7,0,allow
100.0,86.0,65.0,55.0,75.0,70.0,73.0,68.0,Trickster,challenger,A_governed,1,0.7,0,allow
100.0,86.0,65.0,55.0,75.0,70.0,73.0,68.0,Pioneer,explorer,A_governed,1,0.7,0,allow
93.0,76.0,60.0,50.5,75.0,67.0,70.0,60.0,Guardian,supporter,A_governed,1,0.85,0,allow
93.0,76.0,60.0,50.5,75.0,67.0,70.0,60.0,Scholar,gentle,A_governed,1,0.85,0,allow
93.0,76.0,60.0,50.5,75.0,67.0,70.0,60.0,Healer,gentle,A_governed,1,0.85,0,allow
93.0,76.0,60.0,50.5,75.0,67.0,70.0,60.0,Trickster,challenger,A_governed,1,0.85,0,allow
93.0,76.0,60.0,50.5,75.0,67.0,70.0,60.0,Pioneer,explorer,A_governed,1,0.85,0,allow
86.0,72.0,55.0,81.0,75.0,94.0,67.0,52.0,Guardian,supporter,A_governed,1,0.6,0,allow
86.0,72.0,55.0,81.0,75.0,94.0,67.0,52.0,Scholar,gentle,A_governed,1,0.6,0,allow
86.0,72.0,55.0,81.0,75.0,94.0,67.0,52.0,Healer,gentle,A_governed,1,0.6,0,allow
86.0,72.0,55.0,81.0,75.0,94.0,67.0,52.0,Trickster,challenger,A_governed,1,0.6,0,allow
86.0,72.0,55.0,81.0,75.0,94.0,67.0,52.0,Pioneer,explorer,A_governed,1,0.6,0,allow
79.0,68.0,50.0,76.5,75.0,91.0,64.0,100.0,Guardian,supporter,A_governed,1,0.6,0,allow
79.0,68.0,50.0,76.5,75.0,91.0,64.0,100.0,Scholar,gentle,A_governed,1,0.6,0,allow
79.0,68.0,50.0,76.5,75.0,91.0,64.0,100.0,Healer,gentle,A_governed,1,0.6,0,allow
79.0,68.0,50.0,76.5,75.0,91.0,64.0,100.0,Trickster,challenger,A_governed,1,0.6,0,allow
79.0,68.0,50.0,76.5,75.0,91.0,64.0,100.0,Pioneer,explorer,A_governed,1,0.6,0,allow
72.0,64.0,85.0,72.0,75.0,88.0,61.0,92.0,Guardian,supporter,A_governed,1,0.9,0,allow
72.0,64.0,85.0,72.0,75.0,88.0,61.0,92.0,Scholar,gentle,A_governed,1,0.9,0,allow
72.0,64.0,85.0,72.0,75.0,88.0,61.0,92.0,Healer,gentle,A_governed,1,0.9,0,allow
72.0,64.0,85.0,72.0,75.0,88.0,61.0,92.0,Trickster,challenger,A_governed,1,0.9,0,allow
72.0,64.0,85.0,72.0,75.0,88.0,61.0,92.0,Pioneer,explorer,A_governed,1,0.9,0,allow
65.0,60.0,80.0,100.0,75.0,100.0,58.0,84.0,Guardian,supporter,A_governed,1,0.6,0,allow
65.0,60.0,80.0,100.0,75.0,100.0,58.0,84.0,Scholar,gentle,A_governed,1,0.6,0,allow
65.0,60.0,80.0,100.0,75.0,100.0,58.0,84.0,Healer,gentle,A_governed,1,0.6,0,allow
65.0,60.0,80.0,100.0,75.0,100.0,58.0,84.0,Trickster,challenger,A_governed,1,0.6,0,allow
65.0,60.0,80.0,100.0,75.0,100.0,58.0,84.0,Pioneer,explorer,A_governed,1,0.6,0,allow
58.0,63.0,75.0,100.0,75.0,100.0,55.0,76.0,Guardian,supporter,A_governed,1,0.6,0,allow
58.0,63.0,75.0,100.0,75.0,100.0,55.0,76.0,Scholar,gentle,A_governed,1,0.6,0,allow
58.0,63.0,75.0,100.0,75.0,100.0,55.0,76.0,Healer,gentle,A_governed,1,0.6,0,allow
58.0,63.0,75.0,100.0,75.0,100.0,55.0,76.0,Trickster,challenger,A_governed,1,0.6,0,allow
58.0,63.0,75.0,100.0,75.0,100.0,55.0,76.0,Pioneer,explorer,A_governed,1,0.6,0,allow
100.0,66.0,70.0,95.5,75.0,97.0,52.0,68.0,Guardian,supporter,A_governed,1,0.7,0,allow
100.0,66.0,70.0,95.5,75.0,97.0,52.0,68.0,Scholar,gentle,A_governed,1,0.7,0,allow
100.0,66.0,70.0,95.5,75.0,97.0,52.0,68.0,Healer,gentle,A_governed,1,0.7,0,allow
100.0,66.0,70.0,95.5,75.0,97.0,52.0,68.0,Trickster,challenger,A_governed,1,0.7,0,allow
100.0,66.0,70.0,95.5,75.0,97.0,52.0,68.0,Pioneer,explorer,A_governed,1,0.7,0,allow
93.0,69.0,65.0,91.0,75.0,94.0,99.0,60.0,Guardian,supporter,A_governed,1,0.65,0,allow
93.0,69.0,65.0,91.0,75.0,94.0,99.0,60.0,Scholar,gentle,A_governed,1,0.65,0,allow
93.0,69.0,65.0,91.0,75.0,94.0,99.0,60.0,Healer,gentle,A_governed,1,0.65,0,allow
93.0,69.0,65.0,91.0,75.0,94.0,99.0,60.0,Trickster,challenger,A_governed,1,0.65,0,allow
93.0,69.0,65.0,91.0,75.0,94.0,99.0,60.0,Pioneer,explorer,A_governed,1,0.65,0,allow
86.0,72.0,60.0,100.0,75.0,100.0,96.0,52.0,Guardian,supporter,A_governed,1,0.6,0,allow
86.0,72.0,60.0,100.0,75.0,100.0,96.0,52.0,Scholar,gentle,A_governed,1,0.6,0,allow
86.0,72.0,60.0,100.0,75.0,100.0,96.0,52.0,Healer,gentle,A_governed,1,0.6,0,allow
86.0,72.0,60.0,100.0,75.0,100.0,96.0,52.0,Trickster,challenger,A_governed,1,0.6,0,allow
86.0,72.0,60.0,100.0,75.0,100.0,96.0,52.0,Pioneer,explorer,A_governed,1,0.6,0,allow
79.0,75.0,55.0,95.5,75.0,97.0,93.0,100.0,Guardian,supporter,A_governed,1,0.6,0,allow
79.0,75.0,55.0,95.5,75.0,97.0,93.0,100.0,Scholar,gentle,A_governed,1,0.6,0,allow
79.0,75.0,55.0,95.5,75.0,97.0,93.0,100.0,Healer,gentle,A_governed,1,0.6,0,allow
79.0,75.0,55.0,95.5,75.0,97.0,93.0,100.0,Trickster,challenger,A_governed,1,0.6,0,allow
79.0,75.0,55.0,95.5,75.0,97.0,93.0,100.0,Pioneer,explorer,A_governed,1,0.6,0,allow
72.0,78.0,50.0,100.0,75.0,100.0,90.0,92.0,Guardian,supporter,A_governed,1,0.6,0,allow
72.0,78.0,50.0,100.0,75.0,100.0,90.0,92.0,Scholar,gentle,A_governed,1,0.6,0,allow
72.0,78.0,50.0,100.0,75.0,100.0,90.0,92.0,Healer,gentle,A_governed,1,0.6,0,allow
72.0,78.0,50.0,100.0,75.0,100.0,90.0,92.0,Trickster,challenger,A_governed,1,0.6,0,allow
72.0,78.0,50.0,100.0,75.0,100.0,90.0,92.0,Pioneer,explorer,A_governed,1,0.6,0,allow
65.0,81.0,85.0,95.5,75.0,97.0,87.0,84.0,Guardian,supporter,A_governed,1,0.9,0,allow
65.0,81.0,85.0,95.5,75.0,97.0,87.0,84.0,Scholar,gentle,A_governed,1,0.9,0,allow
65.0,81.0,85.0,95.5,75.0,97.0,87.0,84.0,Healer,gentle,A_governed,1,0.9,0,allow
65.0,81.0,85.0,95.5,75.0,97.0,87.0,84.0,Trickster,challenger,A_governed,1,0.9,0,allow
65.0,81.0,85.0,95.5,75.0,97.0,87.0,84.0,Pioneer,explorer,A_governed,1,0.9,0,allow
58.0,77.0,80.0,100.0,75.0,100.0,84.0,76.0,Guardian,supporter,A_governed,1,0.6,0,allow
58.0,77.0,80.0,100.0,75.0,100.0,84.0,76.0,Scholar,gentle,A_governed,1,0.6,0,allow
58.0,77.0,80.0,100.0,75.0,100.0,84.0,76.0,Healer,gentle,A_governed,1,0.6,0,allow
58.0,77.0,80.0,100.0,75.0,100.0,84.0,76.0,Trickster,challenger,A_governed,1,0.6,0,allow
58.0,77.0,80.0,100.0,75.0,100.0,84.0,76.0,Pioneer,explorer,A_governed,1,0.6,0,allow
100.0,73.0,75.0,95.5,75.0,97.0,81.0,68.0,Guardian,supporter,A_governed,1,0.7,0,allow
100.0,73.0,75.0,95.5,75.0,97.0,81.0,68.0,Scholar,gentle,A_governed,1,0.7,0,allow
100.0,73.0,75.0,95.5,75.0,97.0,81.0,68.0,Healer,gentle,A_governed,1,0.7,0,allow
100.0,73.0,75.0,95.5,75.0,97.0,81.0,68.0,Trickster,challenger,A_governed,1,0.7,0,allow
100.0,73.0,75.0,95.5,75.0,97.0,81.0,68.0,Pioneer,explorer,A_governed,1,0.7,0,allow
93.0,63.0,70.0,91.0,75.0,94.0,78.0,60.0,Guardian,supporter,A_governed,1,0.85,0,allow
93.0,63.0,70.0,91.0,75.0,94.0,78.0,60.0,Scholar,gentle,A_governed,1,0.85,0,allow
93.0,63.0,70.0,91.0,75.0,94.0,78.0,60.0,Healer,gentle,A_governed,1,0.85,0,allow
93.0,63.0,70.0,91.0,75.0,94.0,78.0,60.0,Trickster,challenger,A_governed,1,0.85,0,allow
93.0,63.0,70.0,91.0,75.0,94.0,78.0,60.0,Pioneer,explorer,A_governed,1,0.85,0,allow
86.0,53.0,65.0,86.5,75.0,91.0,75.0,52.0,Guardian,supporter,A_governed,1,0.85,0,allow
86.0,53.0,65.0,86.5,75.0,91.0,75.0,52.0,Scholar,gentle,A_governed,1,0.85,0,allow
86.0,53.0,65.0,86.5,75.0,91.0,75.0,52.0,Healer,gentle,A_governed,1,0.85,0,allow
86.0,53.0,65.0,86.5,75.0,91.0,75.0,52.0,Trickster,challenger,A_governed,1,0.85,0,allow
86.0,53.0,65.0,86.5,75.0,91.0,75.0,52.0,Pioneer,explorer,A_governed,1,0.85,0,allow
79.0,49.0,60.0,82.0,75.0,88.0,72.0,100.0,Guardian,supporter,A_governed,1,0.6,0,allow
79.0,49.0,60.0,82.0,75.0,88.0,72.0,100.0,Scholar,gentle,A_governed,1,0.6,0,allow
79.0,49.0,60.0,82.0,75.0,88.0,72.0,100.0,Healer,gentle,A_governed,1,0.6,0,allow
79.0,49.0,60.0,82.0,75.0,88.0,72.0,100.0,Trickster,challenger,A_governed,1,0.6,0,allow
79.0,49.0,60.0,82.0,75.0,88.0,72.0,100.0,Pioneer,explorer,A_governed,1,0.6,0,allow
72.0,100.0,55.0,77.5,75.0,85.0,69.0,92.0,Guardian,supporter,A_governed,1,0.7,0,allow
72.0,100.0,55.0,77.5,75.0,85.0,69.0,92.0,Scholar,gentle,A_governed,1,0.7,0,allow
72.0,100.0,55.0,77.5,75.0,85.0,69.0,92.0,Healer,gentle,A_governed,1,0.7,0,allow
72.0,100.0,55.0,77.5,75.0,85.0,69.0,92.0,Trickster,challenger,A_governed,1,0.7,0,allow
72.0,100.0,55.0,77.5,75.0,85.0,69.0,92.0,Pioneer,explorer,A_governed,1,0.7,0,allow
65.0,90.0,50.0,73.0,75.0,82.0,66.0,84.0,Guardian,supporter,A_governed,1,0.85,0,allow
65.0,90.0,50.0,73.0,75.0,82.0,66.0,84.0,Scholar,gentle,A_governed,1,0.85,0,allow
65.0,90.0,50.0,73.0,75.0,82.0,66.0,84.0,Healer,gentle,A_governed,1,0.85,0,allow
65.0,90.0,50.0,73.0,75.0,82.0,66.0,84.0,Trickster,challenger,A_governed,1,0.85,0,allow
65.0,90.0,50.0,73.0,75.0,82.0,66.0,84.0,Pioneer,explorer,A_governed,1,0.85,0,allow
58.0,86.0,85.0,68.5,75.0,79.0,63.0,76.0,Guardian,supporter,A_governed,1,0.9,0,allow
58.0,86.0,85.0,68.5,75.0,79.0,63.0,76.0,Scholar,gentle,A_governed,1,0.9,0,allow
58.0,86.0,85.0,68.5,75.0,79.0,63.0,76.0,Healer,gentle,A_governed,1,0.9,0,allow
58.0,86.0,85.0,68.5,75.0,79.0,63.0,76.0,Trickster,challenger,A_governed,1,0.9,0,allow
58.0,86.0,85.0,68.5,75.0,79.0,63.0,76.0,Pioneer,explorer,A_governed,1,0.9,0,allow
100.0,82.0,80.0,64.0,75.0,76.0,60.0,68.0,Guardian,supporter,A_governed,1,0.7,0,allow
100.0,82.0,80.0,64.0,75.0,76.0,60.0,68.0,Scholar,gentle,A_governed,1,0.7,0,allow
100.0,82.0,80.0,64.0,75.0,76.0,60.0,68.0,Healer,gentle,A_governed,1,0.7,0,allow
51.0,76.0,80.0,64.0,75.0,76.0,60.0,68.0,Trickster,challenger,A_governed,1,0.85,0,allow
100.0,82.0,80.0,64.0,75.0,76.0,60.0,68.0,Pioneer,explorer,A_governed,1,0.7,0,allow
93.0,72.0,75.0,59.5,75.0,73.0,57.0,60.0,Guardian,supporter,A_governed,1,0.85,0,allow
93.0,72.0,75.0,59.5,75.0,73.0,57.0,60.0,Scholar,gentle,A_governed,1,0.85,0,allow
93.0,72.0,75.0,59.5,75.0,73.0,57.0,60.0,Healer,gentle,A_governed,1,0.85,0,allow
99.0,72.0,75.0,59.5,75.0,73.0,57.0,60.0,Trickster,challenger,A_governed,1,0.7,0,allow
93.0,72.0,75.0,59.5,75.0,73.0,57.0,60.0,Pioneer,explorer,A_governed,1,0.85,0,allow
86.0,62.0,70.0,55.0,75.0,70.0,54.0,52.0,Guardian,supporter,A_governed,1,0.85,0,allow
86.0,62.0,70.0,55.0,75.0,70.0,54.0,52.0,Scholar,gentle,A_governed,1,0.85,0,allow
86.0,62.0,70.0,55.0,75.0,70.0,54.0,52.0,Healer,gentle,A_governed,1,0.85,0,allow
92.0,62.0,70.0,55.0,75.0,70.0,54.0,52.0,Trickster,challenger,A_governed,1,0.85,0,allow
86.0,62.0,70.0,55.0,75.0,70.0,54.0,52.0,Pioneer,explorer,A_governed,1,0.85,0,allow
79.0,58.0,65.0,50.5,75.0,67.0,51.0,100.0,Guardian,supporter,A_governed,1,0.6,0,allow
79.0,58.0,65.0,50.5,75.0,67.0,51.0,100.0,Scholar,gentle,A_governed,1,0.6,0,allow
79.0,58.0,65.0,50.5,75.0,67.0,51.0,100.0,Healer,gentle,A_governed,1,0.6,0,allow
85.0,58.0,65.0,50.5,75.0,67.0,51.0,100.0,Trickster,challenger,A_governed,1,0.6,0,allow
79.0,58.0,65.0,50.5,75.0,67.0,51.0,100.0,Pioneer,explorer,A_governed,1,0.6,0,allow
72.0,54.0,60.0,81.0,75.0,94.0,48.0,92.0,Guardian,supporter,A_governed,1,0.6,0,allow
72.0,54.0,60.0,81.0,75.0,94.0,48.0,92.0,Scholar,gentle,A_governed,1,0.6,0,allow
72.0,54.0,60.0,81.0,75.0,94.0,48.0,92.0,Healer,gentle,A_governed,1,0.6,0,allow
78.0,54.0,60.0,81.0,75.0,94.0,48.0,92.0,Trickster,challenger,A_governed,1,0.6,0,allow
72.0,54.0,60.0,81.0,75.0,94.0,48.0,92.0,Pioneer,explorer,A_governed,1,0.6,0,allow
65.0,50.0,55.0,76.5,75.0,91.0,95.0,84.0,Guardian,supporter,A_governed,1,0.65,0,allow
65.0,50.0,55.0,76.5,75.0,91.0,95.0,84.0,Scholar,gentle,A_governed,1,0.65,0,allow
65.0,50.0,55.0,76.5,75.0,91.0,95.0,84.0,Healer,gentle,A_governed,1,0.65,0,allow
71.0,50.0,55.0,76.5,75.0,91.0,95.0,84.0,Trickster,challenger,A_governed,1,0.65,0,allow
65.0,50.0,55.0,76.5,75.0,91.0,95.0,84.0,Pioneer,explorer,A_governed,1,0.65,0,allow
58.0,100.0,50.0,72.0,75.0,88.0,92.0,76.0,Guardian,supporter,A_governed,1,0.7,0,allow
58.0,100.0,50.0,72.0,75.0,88.0,92.0,76.0,Scholar,gentle,A_governed,1,0.7,0,allow
58.0,100.0,50.0,72.0,75.0,88.0,92.0,76.0,Healer,gentle,A_governed,1,0.7,0,allow
64.0,100.0,50.0,72.0,75.0,88.0,92.0,76.0,Trickster,challenger,A_governed,1,0.7,0,allow
58.0,100.0,50.0,72.0,75.0,88.0,92.0,76.0,Pioneer,explorer,A_governed,1,0.7,0,allow
100.0,96.0,45.0,67.5,75.0,85.0,89.0,68.0,Guardian,supporter,A_governed,1,0.7,0,allow
100.0,96.0,45.0,67.5,75.0,85.0,89.0,68.0,Scholar,gentle,A_governed,1,0.7,0,allow
100.0,96.0,45.0,67.5,75.0,85.0,89.0,68.0,Healer,gentle,A_governed,1,0.7,0,allow
57.0,96.0,85.0,67.5,75.0,85.0,89.0,68.0,Trickster,challenger,A_governed,1,0.9,0,allow
51.0,96.0,85.0,67.5,75.0,85.0,89.0,68.0,Pioneer,explorer,A_governed,1,0.9,0,allow
93.0,92.0,80.0,63.0,75.0,82.0,86.0,60.0,Guardian,supporter,A_governed,1,0.9,0,allow
93.0,92.0,80.0,63.0,75.0,82.0,86.0,60.0,Scholar,gentle,A_governed,1,0.9,0,allow
93.0,92.0,80.0,63.0,75.0,82.0,86.0,60.0,Healer,gentle,A_governed,1,0.9,0,allow
50.0,92.0,80.0,98.0,75.0,100.0,86.0,60.0,Trickster,challenger,A_governed,1,0.6,0,allow
44.0,92.0,80.0,63.0,75.0,82.0,86.0,60.0,Pioneer,explorer,A_governed,1,0.7,0,allow
86.0,95.0,75.0,93.5,75.0,100.0,83.0,52.0,Guardian,supporter,A_governed,1,0.6,0,allow
86.0,95.0,75.0,93.5,75.0,100.0,83.0,52.0,Scholar,gentle,A_governed,1,0.6,0,allow
86.0,95.0,75.0,93.5,75.0,100.0,83.0,52.0,Healer,gentle,A_governed,1,0.6,0,allow
43.0,95.0,75.0,93.5,75.0,97.0,83.0,52.0,Trickster,challenger,A_governed,1,0.7,0,allow
37.0,95.0,75.0,58.5,75.0,79.0,83.0,52.0,Pioneer,explorer,A_governed,1,0.7,0,allow
79.0,98.0,70.0,89.0,75.0,97.0,80.0,100.0,Guardian,supporter,A_governed,1,0.6,0,allow
