name,package,description,tier,price_gbp_monthly,sectors,registry_url,endpoint,github_url,install_command,mcp_run_command
cisa-kev-mcp,cisa-kev-mcp,Cisa Kev — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/cisa-kev-mcp/,https://csoai.org/mcp/cisa-kev-mcp,https://github.com/CSOAI-ORG/cisa-kev-mcp,pip install cisa-kev-mcp,python -m cisa_kev_mcp
citation-finder-ai-mcp,citation-finder-ai-mcp,Citation Finder Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/citation-finder-ai-mcp/,https://csoai.org/mcp/citation-finder-ai-mcp,https://github.com/CSOAI-ORG/citation-finder-ai-mcp,pip install citation-finder-ai-mcp,python -m citation_finder_ai_mcp
cli-builder-ai-mcp,cli-builder-ai-mcp,Cli Builder Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/cli-builder-ai-mcp/,https://csoai.org/mcp/cli-builder-ai-mcp,https://github.com/CSOAI-ORG/cli-builder-ai-mcp,pip install cli-builder-ai-mcp,python -m cli_builder_ai_mcp
clinical-trials-ai-mcp,clinical-trials-ai-mcp,Clinical Trials Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: healthcare. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,healthcare,https://pypi.org/project/clinical-trials-ai-mcp/,https://csoai.org/mcp/clinical-trials-ai-mcp,https://github.com/CSOAI-ORG/clinical-trials-ai-mcp,pip install clinical-trials-ai-mcp,python -m clinical_trials_ai_mcp
clipboard-ai-mcp,clipboard-ai-mcp,Clipboard Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/clipboard-ai-mcp/,https://csoai.org/mcp/clipboard-ai-mcp,https://github.com/CSOAI-ORG/clipboard-ai-mcp,pip install clipboard-ai-mcp,python -m clipboard_ai_mcp
cobol-bridge-mcp,cobol-bridge-mcp,Cobol Bridge — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/cobol-bridge-mcp/,https://csoai.org/mcp/cobol-bridge-mcp,https://github.com/CSOAI-ORG/cobol-bridge-mcp,pip install cobol-bridge-mcp,python -m cobol_bridge_mcp
code-executor-mcp,code-executor-mcp,Code Executor — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Mid-Value Pack (£29/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,mvp,29,general,https://pypi.org/project/code-executor-mcp/,https://csoai.org/mcp/code-executor-mcp,https://github.com/CSOAI-ORG/code-executor-mcp,pip install code-executor-mcp,python -m code_executor_mcp
code-reviewer-ai-mcp,code-reviewer-ai-mcp,Code Reviewer Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Mid-Value Pack (£29/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,mvp,29,general,https://pypi.org/project/code-reviewer-ai-mcp/,https://csoai.org/mcp/code-reviewer-ai-mcp,https://github.com/CSOAI-ORG/code-reviewer-ai-mcp,pip install code-reviewer-ai-mcp,python -m code_reviewer_ai_mcp
color-ai-mcp,color-ai-mcp,Color Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/color-ai-mcp/,https://csoai.org/mcp/color-ai-mcp,https://github.com/CSOAI-ORG/color-ai-mcp,pip install color-ai-mcp,python -m color_ai_mcp
commit-message-ai-mcp,commit-message-ai-mcp,Commit Message Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/commit-message-ai-mcp/,https://csoai.org/mcp/commit-message-ai-mcp,https://github.com/CSOAI-ORG/commit-message-ai-mcp,pip install commit-message-ai-mcp,python -m commit_message_ai_mcp
competitor-monitor-ai-mcp,competitor-monitor-ai-mcp,Competitor Monitor Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/competitor-monitor-ai-mcp/,https://csoai.org/mcp/competitor-monitor-ai-mcp,https://github.com/CSOAI-ORG/competitor-monitor-ai-mcp,pip install competitor-monitor-ai-mcp,python -m competitor_monitor_ai_mcp
compression-ai-mcp,compression-ai-mcp,Compression Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/compression-ai-mcp/,https://csoai.org/mcp/compression-ai-mcp,https://github.com/CSOAI-ORG/compression-ai-mcp,pip install compression-ai-mcp,python -m compression_ai_mcp
concrete-pump-cpa-mcp,concrete-pump-cpa-mcp,Concrete Pump Cpa — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/concrete-pump-cpa-mcp/,https://csoai.org/mcp/concrete-pump-cpa-mcp,https://github.com/CSOAI-ORG/concrete-pump-cpa-mcp,pip install concrete-pump-cpa-mcp,python -m concrete_pump_cpa_mcp
config-validator-ai-mcp,config-validator-ai-mcp,Config Validator Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/config-validator-ai-mcp/,https://csoai.org/mcp/config-validator-ai-mcp,https://github.com/CSOAI-ORG/config-validator-ai-mcp,pip install config-validator-ai-mcp,python -m config_validator_ai_mcp
consciousness-engine-mcp,consciousness-engine-mcp,Consciousness Engine — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/consciousness-engine-mcp/,https://csoai.org/mcp/consciousness-engine-mcp,https://github.com/CSOAI-ORG/consciousness-engine-mcp,pip install consciousness-engine-mcp,python -m consciousness_engine_mcp
construction-iso-19650-mcp,construction-iso-19650-mcp,Construction Iso 19650 — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: High-Value Pack (£99/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,hvp,79,general,https://pypi.org/project/construction-iso-19650-mcp/,https://csoai.org/mcp/construction-iso-19650-mcp,https://github.com/CSOAI-ORG/construction-iso-19650-mcp,pip install construction-iso-19650-mcp,python -m construction_iso_19650_mcp
content-calendar-ai-mcp,content-calendar-ai-mcp,Content Calendar Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: media. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,media,https://pypi.org/project/content-calendar-ai-mcp/,https://csoai.org/mcp/content-calendar-ai-mcp,https://github.com/CSOAI-ORG/content-calendar-ai-mcp,pip install content-calendar-ai-mcp,python -m content_calendar_ai_mcp
content-registry-mcp,content-registry-mcp,Content Registry — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: media. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,media,https://pypi.org/project/content-registry-mcp/,https://csoai.org/mcp/content-registry-mcp,https://github.com/CSOAI-ORG/content-registry-mcp,pip install content-registry-mcp,python -m content_registry_mcp
contract-review-ai-mcp,contract-review-ai-mcp,Contract Review Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Mid-Value Pack (£29/mo). Sectors: legal. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,mvp,29,legal,https://pypi.org/project/contract-review-ai-mcp/,https://csoai.org/mcp/contract-review-ai-mcp,https://github.com/CSOAI-ORG/contract-review-ai-mcp,pip install contract-review-ai-mcp,python -m contract_review_ai_mcp
coppa-ferpa-mcp,coppa-ferpa-mcp,Coppa Ferpa — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/coppa-ferpa-mcp/,https://csoai.org/mcp/coppa-ferpa-mcp,https://github.com/CSOAI-ORG/coppa-ferpa-mcp,pip install coppa-ferpa-mcp,python -m coppa_ferpa_mcp
cqc-compliance-mcp,cqc-compliance-mcp,Cqc Compliance — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: High-Value Pack (£99/mo). Sectors: legal. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,hvp,79,legal,https://pypi.org/project/cqc-compliance-mcp/,https://csoai.org/mcp/cqc-compliance-mcp,https://github.com/CSOAI-ORG/cqc-compliance-mcp,pip install cqc-compliance-mcp,python -m cqc_compliance_mcp
cra-compliance-mcp,cra-compliance-mcp,Cra Compliance — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: High-Value Pack (£99/mo). Sectors: legal. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,hvp,79,legal,https://pypi.org/project/cra-compliance-mcp/,https://csoai.org/mcp/cra-compliance-mcp,https://github.com/CSOAI-ORG/cra-compliance-mcp,pip install cra-compliance-mcp,python -m cra_compliance_mcp
crane-hire-cpcs-mcp,crane-hire-cpcs-mcp,Crane Hire Cpcs — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/crane-hire-cpcs-mcp/,https://csoai.org/mcp/crane-hire-cpcs-mcp,https://github.com/CSOAI-ORG/crane-hire-cpcs-mcp,pip install crane-hire-cpcs-mcp,python -m crane_hire_cpcs_mcp
creativity-engine-mcp,creativity-engine-mcp,Creativity Engine — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/creativity-engine-mcp/,https://csoai.org/mcp/creativity-engine-mcp,https://github.com/CSOAI-ORG/creativity-engine-mcp,pip install creativity-engine-mcp,python -m creativity_engine_mcp
crm-ai-mcp,crm-ai-mcp,Crm Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/crm-ai-mcp/,https://csoai.org/mcp/crm-ai-mcp,https://github.com/CSOAI-ORG/crm-ai-mcp,pip install crm-ai-mcp,python -m crm_ai_mcp
cron-ai-mcp,cron-ai-mcp,Cron Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/cron-ai-mcp/,https://csoai.org/mcp/cron-ai-mcp,https://github.com/CSOAI-ORG/cron-ai-mcp,pip install cron-ai-mcp,python -m cron_ai_mcp
crypto-tracker-ai-mcp,crypto-tracker-ai-mcp,Crypto Tracker Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/crypto-tracker-ai-mcp/,https://csoai.org/mcp/crypto-tracker-ai-mcp,https://github.com/CSOAI-ORG/crypto-tracker-ai-mcp,pip install crypto-tracker-ai-mcp,python -m crypto_tracker_ai_mcp
csoai-governance-crosswalk-mcp,csoai-governance-crosswalk-mcp,Csoai Governance Crosswalk — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/csoai-governance-crosswalk-mcp/,https://csoai.org/mcp/csoai-governance-crosswalk-mcp,https://github.com/CSOAI-ORG/csoai-governance-crosswalk-mcp,pip install csoai-governance-crosswalk-mcp,python -m csoai_governance_crosswalk_mcp
csrd-compliance-mcp,csrd-compliance-mcp,"Csrd Compliance — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: High-Value Pack (£99/mo). Sectors: government, legal. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.",hvp,79,"government,legal",https://pypi.org/project/csrd-compliance-mcp/,https://csoai.org/mcp/csrd-compliance-mcp,https://github.com/CSOAI-ORG/csrd-compliance-mcp,pip install csrd-compliance-mcp,python -m csrd_compliance_mcp
csv-analytics-mcp,csv-analytics-mcp,Csv Analytics — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/csv-analytics-mcp/,https://csoai.org/mcp/csv-analytics-mcp,https://github.com/CSOAI-ORG/csv-analytics-mcp,pip install csv-analytics-mcp,python -m csv_analytics_mcp
csv-tools-ai-mcp,csv-tools-ai-mcp,Csv Tools Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/csv-tools-ai-mcp/,https://csoai.org/mcp/csv-tools-ai-mcp,https://github.com/CSOAI-ORG/csv-tools-ai-mcp,pip install csv-tools-ai-mcp,python -m csv_tools_ai_mcp
currency-converter-ai-mcp,currency-converter-ai-mcp,Currency Converter Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/currency-converter-ai-mcp/,https://csoai.org/mcp/currency-converter-ai-mcp,https://github.com/CSOAI-ORG/currency-converter-ai-mcp,pip install currency-converter-ai-mcp,python -m currency_converter_ai_mcp
customer-support-ai-mcp,customer-support-ai-mcp,Customer Support Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/customer-support-ai-mcp/,https://csoai.org/mcp/customer-support-ai-mcp,https://github.com/CSOAI-ORG/customer-support-ai-mcp,pip install customer-support-ai-mcp,python -m customer_support_ai_mcp
cybersecurity-ai-mcp,cybersecurity-ai-mcp,Cybersecurity Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: High-Value Pack (£99/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,hvp,79,general,https://pypi.org/project/cybersecurity-ai-mcp/,https://csoai.org/mcp/cybersecurity-ai-mcp,https://github.com/CSOAI-ORG/cybersecurity-ai-mcp,pip install cybersecurity-ai-mcp,python -m cybersecurity_ai_mcp
data-science-ai-mcp,data-science-ai-mcp,Data Science Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/data-science-ai-mcp/,https://csoai.org/mcp/data-science-ai-mcp,https://github.com/CSOAI-ORG/data-science-ai-mcp,pip install data-science-ai-mcp,python -m data_science_ai_mcp
database-universal-mcp,database-universal-mcp,Database Universal — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/database-universal-mcp/,https://csoai.org/mcp/database-universal-mcp,https://github.com/CSOAI-ORG/database-universal-mcp,pip install database-universal-mcp,python -m database_universal_mcp
dataprivacy-ai-mcp,dataprivacy-ai-mcp,Dataprivacy Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/dataprivacy-ai-mcp/,https://csoai.org/mcp/dataprivacy-ai-mcp,https://github.com/CSOAI-ORG/dataprivacy-ai-mcp,pip install dataprivacy-ai-mcp,python -m dataprivacy_ai_mcp
date-calculator-ai-mcp,date-calculator-ai-mcp,Date Calculator Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/date-calculator-ai-mcp/,https://csoai.org/mcp/date-calculator-ai-mcp,https://github.com/CSOAI-ORG/date-calculator-ai-mcp,pip install date-calculator-ai-mcp,python -m date_calculator_ai_mcp
deepfake-detector-mcp,deepfake-detector-mcp,Deepfake Detector — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/deepfake-detector-mcp/,https://csoai.org/mcp/deepfake-detector-mcp,https://github.com/CSOAI-ORG/deepfake-detector-mcp,pip install deepfake-detector-mcp,python -m deepfake_detector_mcp
dependency-updater-ai-mcp,dependency-updater-ai-mcp,Dependency Updater Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/dependency-updater-ai-mcp/,https://csoai.org/mcp/dependency-updater-ai-mcp,https://github.com/CSOAI-ORG/dependency-updater-ai-mcp,pip install dependency-updater-ai-mcp,python -m dependency_updater_ai_mcp
devops-ai-mcp,devops-ai-mcp,Devops Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/devops-ai-mcp/,https://csoai.org/mcp/devops-ai-mcp,https://github.com/CSOAI-ORG/devops-ai-mcp,pip install devops-ai-mcp,python -m devops_ai_mcp
diff-ai-mcp,diff-ai-mcp,Diff Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/diff-ai-mcp/,https://csoai.org/mcp/diff-ai-mcp,https://github.com/CSOAI-ORG/diff-ai-mcp,pip install diff-ai-mcp,python -m diff_ai_mcp
dispense-record-mcp,dispense-record-mcp,Dispense Record — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/dispense-record-mcp/,https://csoai.org/mcp/dispense-record-mcp,https://github.com/CSOAI-ORG/dispense-record-mcp,pip install dispense-record-mcp,python -m dispense_record_mcp
docker-helper-ai-mcp,docker-helper-ai-mcp,Docker Helper Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/docker-helper-ai-mcp/,https://csoai.org/mcp/docker-helper-ai-mcp,https://github.com/CSOAI-ORG/docker-helper-ai-mcp,pip install docker-helper-ai-mcp,python -m docker_helper_ai_mcp
dockerfile-generator-ai-mcp,dockerfile-generator-ai-mcp,Dockerfile Generator Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/dockerfile-generator-ai-mcp/,https://csoai.org/mcp/dockerfile-generator-ai-mcp,https://github.com/CSOAI-ORG/dockerfile-generator-ai-mcp,pip install dockerfile-generator-ai-mcp,python -m dockerfile_generator_ai_mcp
document-comparison-ai-mcp,document-comparison-ai-mcp,Document Comparison Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: High-Value Pack (£99/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,hvp,79,general,https://pypi.org/project/document-comparison-ai-mcp/,https://csoai.org/mcp/document-comparison-ai-mcp,https://github.com/CSOAI-ORG/document-comparison-ai-mcp,pip install document-comparison-ai-mcp,python -m document_comparison_ai_mcp
domiciliary-care-mcp,domiciliary-care-mcp,Domiciliary Care — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: healthcare. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,healthcare,https://pypi.org/project/domiciliary-care-mcp/,https://csoai.org/mcp/domiciliary-care-mcp,https://github.com/CSOAI-ORG/domiciliary-care-mcp,pip install domiciliary-care-mcp,python -m domiciliary_care_mcp
dora-compliance-mcp,dora-compliance-mcp,Dora Compliance — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: High-Value Pack (£99/mo). Sectors: legal. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,hvp,79,legal,https://pypi.org/project/dora-compliance-mcp/,https://csoai.org/mcp/dora-compliance-mcp,https://github.com/CSOAI-ORG/dora-compliance-mcp,pip install dora-compliance-mcp,python -m dora_compliance_mcp
dora-nis2-crosswalk-mcp,dora-nis2-crosswalk-mcp,Dora Nis2 Crosswalk — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: High-Value Pack (£99/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,hvp,79,general,https://pypi.org/project/dora-nis2-crosswalk-mcp/,https://csoai.org/mcp/dora-nis2-crosswalk-mcp,https://github.com/CSOAI-ORG/dora-nis2-crosswalk-mcp,pip install dora-nis2-crosswalk-mcp,python -m dora_nis2_crosswalk_mcp
drone-airspace-governance-mcp,drone-airspace-governance-mcp,Drone Airspace Governance — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/drone-airspace-governance-mcp/,https://csoai.org/mcp/drone-airspace-governance-mcp,https://github.com/CSOAI-ORG/drone-airspace-governance-mcp,pip install drone-airspace-governance-mcp,python -m drone_airspace_governance_mcp
ecommerce-ai-mcp,ecommerce-ai-mcp,Ecommerce Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: retail. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,retail,https://pypi.org/project/ecommerce-ai-mcp/,https://csoai.org/mcp/ecommerce-ai-mcp,https://github.com/CSOAI-ORG/ecommerce-ai-mcp,pip install ecommerce-ai-mcp,python -m ecommerce_ai_mcp
education-ai-mcp,education-ai-mcp,Education Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: education. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,education,https://pypi.org/project/education-ai-mcp/,https://csoai.org/mcp/education-ai-mcp,https://github.com/CSOAI-ORG/education-ai-mcp,pip install education-ai-mcp,python -m education_ai_mcp
email-automation-mcp,email-automation-mcp,Email Automation — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/email-automation-mcp/,https://csoai.org/mcp/email-automation-mcp,https://github.com/CSOAI-ORG/email-automation-mcp,pip install email-automation-mcp,python -m email_automation_mcp
email-validator-ai-mcp,email-validator-ai-mcp,Email Validator Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/email-validator-ai-mcp/,https://csoai.org/mcp/email-validator-ai-mcp,https://github.com/CSOAI-ORG/email-validator-ai-mcp,pip install email-validator-ai-mcp,python -m email_validator_ai_mcp
emoji-ai-mcp,emoji-ai-mcp,Emoji Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/emoji-ai-mcp/,https://csoai.org/mcp/emoji-ai-mcp,https://github.com/CSOAI-ORG/emoji-ai-mcp,pip install emoji-ai-mcp,python -m emoji_ai_mcp
